Prison Name,Report_Date,Baseline CNA,In Use CNA,Operational Capacity,Population *,Year,Month,Occupancy_Percentage,Overcrowding_Status,Homicide,Natural Causes,Other,Self-Inflicted,Total_Deaths,start_period,end_period,A,B,C,D,YOI,Male,Female,Mixed,Female_open,Female_closed,Notes,Highest_category_male,Highest_category_female,start_date,end_date
Berwyn,2017-07-28,470,470.0,470.0,467.0,2017,7,99.36170212765958,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,02-2017,09-2024,0,0,1,0,0,1,0,0,0,0,"Category C prison. Opened in 02-2017, largest prison in the UK",C,Other,2017-02-01,2024-09-01
Birmingham,2017-07-28,1093,1093.0,1450.0,1412.0,2017,7,129.18572735590118,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Previously known as Winson Green; Changed from private to public in 07-2019,B,Other,2014-10-01,2024-09-01
Brinsford,2017-07-28,545,438.0,470.0,449.0,2017,7,102.51141552511416,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,Young Offender Institution,YOI,Other,2014-10-01,2024-09-01
Bristol,2017-07-28,425,341.0,548.0,524.0,2017,7,153.6656891495601,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Houses adults and young offenders,B,Other,2014-10-01,2024-09-01
Brixton,2017-07-28,529,529.0,810.0,775.0,2017,7,146.50283553875235,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Functions as a training establishment,C,Other,2014-10-01,2024-09-01
Bronzefield,2017-07-28,527,527.0,572.0,560.0,2017,7,106.26185958254268,Overcrowded (>100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,0,0,0,0,0,0,1,0,0,1,Operated by Sodexo Justice Services; closed women's prison - houses adults and young offenders,Other,Closed,2014-10-01,2024-09-01
Buckley Hall,2017-07-28,409,409.0,459.0,453.0,2017,7,110.75794621026895,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Bullingdon,2017-07-28,869,869.0,1114.0,1112.0,2017,7,127.9631760644419,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison with some C prisoners,B,Other,2014-10-01,2024-09-01
Bure,2017-07-28,604,604.0,656.0,653.0,2017,7,108.11258278145695,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Specializes in sex offenders,C,Other,2014-10-01,2024-09-01
Cardiff,2017-07-28,539,522.0,803.0,774.0,2017,7,148.27586206896552,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Channings Wood,2017-07-28,698,698.0,724.0,689.0,2017,7,98.71060171919771,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Offers Sex Offender Treatment Programme (SOTP),C,Other,2014-10-01,2024-09-01
Chelmsford,2017-07-28,551,551.0,750.0,732.0,2017,7,132.84936479128856,Overcrowded (>100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,0,1,0,0,1,1,0,0,0,0,Houses adults and young offenders,B,Other,2014-10-01,2024-09-01
Coldingley,2017-07-28,493,400.0,418.0,409.0,2017,7,102.25,Overcrowded (>100%),0.0,0.0,0.0,1.0,1.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Functions as a training prison,C,Other,2014-10-01,2024-09-01
Cookham Wood,2017-07-28,188,188.0,188.0,154.0,2017,7,81.91489361702128,Below Capacity (<90%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,Young Offender Institution for juveniles (15-18),YOI,Other,2014-10-01,2024-09-01
Dartmoor,2017-07-28,642,640.0,640.0,635.0,2017,7,99.21875,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Functions as a training prison,C,Other,2014-10-01,2024-09-01
Deerbolt,2017-07-28,513,453.0,453.0,431.0,2017,7,95.14348785871964,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,Young Offender Institution,YOI,Other,2014-10-01,2024-09-01
Doncaster,2017-07-28,738,738.0,1145.0,1131.0,2017,7,153.2520325203252,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,1,1,0,0,0,0,"Operated by Serco; houses adults, young offenders, and sex offenders",B,Other,2014-10-01,2024-09-01
Dovegate,2017-07-28,1064,1060.0,1120.0,1118.0,2017,7,105.47169811320755,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Operated by Serco; functions as a training prison,B,Other,2014-10-01,2024-09-01
Downview,2017-07-28,356,325.0,325.0,318.0,2017,7,97.84615384615385,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,05-2016,09-2024,0,0,0,0,0,0,1,0,0,1,Reopened as a female prison in 05-2016,Other,Closed,2016-05-01,2024-09-01
Drake Hall,2017-07-28,340,340.0,340.0,334.0,2017,7,98.23529411764706,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,0,1,Closed women's prison; specializes in foreign nationals,Other,Closed,2014-10-01,2024-09-01
Durham,2017-07-28,595,595.0,996.0,927.0,2017,7,155.7983193277311,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,1,1,0,0,0,0,Houses adults and young offenders on remand,B,Other,2014-10-01,2024-09-01
East Sutton Park,2017-07-28,100,100.0,100.0,97.0,2017,7,97.0,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,1,0,Open women's prison,Other,Open,2014-10-01,2024-09-01
Eastwood Park,2017-07-28,394,382.0,430.0,401.0,2017,7,104.9738219895288,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,0,1,Closed women's prison,Other,Closed,2014-10-01,2024-09-01
Elmley (Sheppey),2017-07-28,1007,1007.0,1252.0,1247.0,2017,7,123.83316782522344,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Erlestoke,2017-07-28,494,494.0,524.0,515.0,2017,7,104.25101214574899,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Exeter,2017-07-28,326,318.0,561.0,486.0,2017,7,152.83018867924528,Overcrowded (>100%),0.0,0.0,0.0,1.0,1.0,10-2014,09-2024,0,1,0,0,1,1,0,0,0,0,Houses adults and young offenders,B,Other,2014-10-01,2024-09-01
Featherstone,2017-07-28,671,660.0,703.0,669.0,2017,7,101.36363636363637,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Functions as a training establishment,C,Other,2014-10-01,2024-09-01
Feltham,2017-07-28,768,568.0,568.0,513.0,2017,7,90.3169014084507,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,Young Offender Institution,YOI,Other,2014-10-01,2024-09-01
Ford,2017-07-28,521,521.0,539.0,536.0,2017,7,102.87907869481765,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Forest Bank,2017-07-28,1064,1064.0,1460.0,1444.0,2017,7,135.71428571428572,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,1,1,0,0,0,0,Operated by Sodexo Justice Services; houses adults and young offenders,B,Other,2014-10-01,2024-09-01
Foston Hall,2017-07-28,303,303.0,345.0,317.0,2017,7,104.62046204620461,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,0,1,Closed women's prison; houses adults and young offenders,Other,Closed,2014-10-01,2024-09-01
Frankland,2017-07-28,859,844.0,844.0,815.0,2017,7,96.56398104265402,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,1,0,0,0,0,1,0,0,0,0,High-security prison; houses Category A High Risk and Category B adult males,A,Other,2014-10-01,2024-09-01
Full Sutton,2017-07-28,606,566.0,586.0,559.0,2017,7,98.76325088339223,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,1,0,0,0,0,1,0,0,0,0,High-security prison; houses Category A prisoners,A,Other,2014-10-01,2024-09-01
Garth,2017-07-28,810,810.0,849.0,832.0,2017,7,102.71604938271605,Overcrowded (>100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B training establishment,B,Other,2014-10-01,2024-09-01
Gartree,2017-07-28,708,708.0,719.0,710.0,2017,7,100.2824858757062,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B training prison,B,Other,2014-10-01,2024-09-01
Grendon / Springhill,2017-07-28,586,568.0,568.0,545.0,2017,7,95.95070422535211,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,1,0,1,0,0,0,0,"Grendon = Category B (therapeutic community), Springhill = Category D (open)",B,Other,2014-10-01,2024-09-01
Guys Marsh,2017-07-28,518,453.0,513.0,500.0,2017,7,110.37527593818986,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Hatfield,2017-07-28,390,338.0,338.0,334.0,2017,7,98.81656804733728,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,02-2015,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison (part of Moorland/Hatfield),D,Other,2015-02-01,2024-09-01
Haverigg,2017-07-28,622,281.0,309.0,295.0,2017,7,104.98220640569396,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Hewell,2017-07-28,1018,923.0,1154.0,1087.0,2017,7,117.76814734561214,Overcrowded (>100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Primarily Category B local (open site closed in 2020),B,Other,2014-10-01,2024-09-01
High Down,2017-07-28,999,879.0,1081.0,1056.0,2017,7,120.13651877133107,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Highpoint (North and South),2017-07-28,1311,1291.0,1325.0,1298.0,2017,7,100.54221533694809,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Hindley,2017-07-28,580,542.0,608.0,582.0,2017,7,107.38007380073802,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,1,1,0,0,0,0,"Re-rolled to Cat C for adult men, still holds some YOs/young adults",C,Other,2014-10-01,2024-09-01
Hollesley Bay,2017-07-28,481,471.0,480.0,473.0,2017,7,100.42462845010616,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Holme House,2017-07-28,1036,1036.0,1210.0,1204.0,2017,7,116.21621621621621,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,05-2017,09-2024,0,0,1,0,0,1,0,0,0,0,Changed from local (B) to Cat C prison in May 2017; Changed from local to Cat C prison in 05-2017,C,Other,2017-05-01,2024-09-01
Hull,2017-07-28,723,723.0,1056.0,1036.0,2017,7,143.29183955739973,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Humber,2017-07-28,947,947.0,1069.0,1056.0,2017,7,111.51003167898628,Overcrowded (>100%),0.0,0.0,0.0,1.0,1.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Huntercombe,2017-07-28,370,369.0,480.0,477.0,2017,7,129.26829268292684,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison (foreign nationals),C,Other,2014-10-01,2024-09-01
Isis,2017-07-28,478,478.0,628.0,619.0,2017,7,129.4979079497908,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,1,1,0,0,0,0,"Officially a Cat C prison, also designated as a YOI for 18-21 (London area)",C,Other,2014-10-01,2024-09-01
Isle of Wight,2017-07-28,1068,976.0,1096.0,1082.0,2017,7,110.86065573770492,Overcrowded (>100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Primarily Category B (combining ex-Parkhurst/Albany),B,Other,2014-10-01,2024-09-01
Kirkham,2017-07-28,657,657.0,657.0,624.0,2017,7,94.97716894977168,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Kirklevington Grange,2017-07-28,283,283.0,283.0,280.0,2017,7,98.93992932862191,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open resettlement prison,D,Other,2014-10-01,2024-09-01
Lancaster Farms,2017-07-28,495,495.0,560.0,553.0,2017,7,111.71717171717172,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Leeds,2017-07-28,669,669.0,1218.0,1145.0,2017,7,171.15097159940208,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Leicester,2017-07-28,214,208.0,411.0,321.0,2017,7,154.3269230769231,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Lewes,2017-07-28,617,617.0,692.0,640.0,2017,7,103.72771474878444,Overcrowded (>100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Leyhill,2017-07-28,515,515.0,515.0,512.0,2017,7,99.41747572815534,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Lincoln,2017-07-28,408,403.0,729.0,666.0,2017,7,165.2605459057072,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Lindholme,2017-07-28,924,924.0,1010.0,1009.0,2017,7,109.1991341991342,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Littlehey,2017-07-28,1154,1154.0,1220.0,1220.0,2017,7,105.71923743500867,Overcrowded (>100%),0.0,2.0,0.0,0.0,2.0,10-2014,09-2024,0,0,1,0,1,1,0,0,0,0,"Adult side = Cat C, YOI side (18-21)",C,Other,2014-10-01,2024-09-01
Liverpool,2017-07-28,1173,1101.0,1222.0,1139.0,2017,7,103.45140781108084,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Long Lartin,2017-07-28,621,530.0,530.0,524.0,2017,7,98.86792452830188,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,1,0,0,0,0,1,0,0,0,0,Category A high security prison,A,Other,2014-10-01,2024-09-01
Low Newton,2017-07-28,314,306.0,344.0,330.0,2017,7,107.84313725490196,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,0,1,Closed women's prison,Other,Closed,2014-10-01,2024-09-01
Lowdham Grange,2017-07-28,900,900.0,944.0,928.0,2017,7,103.11111111111111,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B prison (privately operated),B,Other,2014-10-01,2024-09-01
Maidstone,2017-07-28,565,565.0,612.0,604.0,2017,7,106.90265486725663,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Manchester,2017-07-28,967,958.0,1160.0,1003.0,2017,7,104.6972860125261,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,1,0,0,0,0,1,0,0,0,0,Category A high security prison (Strangeways),A,Other,2014-10-01,2024-09-01
Moorland,2017-07-28,943,943.0,1013.0,1001.0,2017,7,106.15058324496289,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,02-2015,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison (part of Moorland/Hatfield),C,Other,2015-02-01,2024-09-01
New Hall,2017-07-28,392,371.0,425.0,393.0,2017,7,105.9299191374663,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,0,1,0,0,1,"Closed women's prison (for adult women, plus young offenders)",Other,Closed,2014-10-01,2024-09-01
North Sea Camp,2017-07-28,420,420.0,420.0,415.0,2017,7,98.80952380952381,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Northumberland,2017-07-28,1348,1313.0,1313.0,1294.0,2017,7,98.55293221629854,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Norwich,2017-07-28,616,616.0,773.0,759.0,2017,7,123.21428571428572,Overcrowded (>100%),0.0,2.0,0.0,0.0,2.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Nottingham,2017-07-28,723,723.0,1060.0,997.0,2017,7,137.89764868603044,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Oakwood,2017-07-28,1605,1601.0,2106.0,2096.0,2017,7,130.91817613991253,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison (private),C,Other,2014-10-01,2024-09-01
Onley,2017-07-28,742,742.0,742.0,726.0,2017,7,97.84366576819407,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Parc,2017-07-28,1559,1559.0,1783.0,1754.0,2017,7,112.50801796023092,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,1,1,0,0,0,0,"Mainly Cat B local/training, has a separate YOI/juvenile unit (run by G4S)",B,Other,2014-10-01,2024-09-01
Pentonville,2017-07-28,906,906.0,1292.0,1256.0,2017,7,138.63134657836645,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Peterborough (Male & Female),2017-07-28,1132,1119.0,1312.0,1276.0,2017,7,114.03038427167114,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,0,0,1,0,1,The only dual-purpose prison in England & Wales,B,Closed,2014-10-01,2024-09-01
Portland,2017-07-28,463,458.0,500.0,481.0,2017,7,105.02183406113537,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,1,1,0,0,0,0,"Primarily Cat C adult, YOI/young adults side",C,Other,2014-10-01,2024-09-01
Preston,2017-07-28,433,433.0,811.0,712.0,2017,7,164.4341801385681,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Ranby,2017-07-28,893,832.0,1038.0,1032.0,2017,7,124.03846153846155,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Risley,2017-07-28,1050,1050.0,1120.0,1110.0,2017,7,105.71428571428572,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Rochester,2017-07-28,802,754.0,754.0,739.0,2017,7,98.0106100795756,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,1,1,0,0,0,0,"Adult side = Cat C, YOI side (18-21)",C,Other,2014-10-01,2024-09-01
Rye Hill,2017-07-28,600,600.0,664.0,659.0,2017,7,109.83333333333334,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,"Category B prison (private, mainly for sex offenders)",B,Other,2014-10-01,2024-09-01
Send,2017-07-28,282,282.0,282.0,281.0,2017,7,99.64539007092199,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,0,1,Closed women's prison,Other,Closed,2014-10-01,2024-09-01
Stafford,2017-07-28,741,741.0,751.0,748.0,2017,7,100.94466936572199,Overcrowded (>100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison (specializes in sex offenders),C,Other,2014-10-01,2024-09-01
Standford Hill (Sheppey),2017-07-28,464,464.0,464.0,459.0,2017,7,98.92241379310344,At Capacity (90-100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Stocken,2017-07-28,768,768.0,853.0,844.0,2017,7,109.89583333333333,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Stoke Heath,2017-07-28,662,662.0,782.0,765.0,2017,7,115.55891238670695,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Styal,2017-07-28,480,471.0,486.0,449.0,2017,7,95.32908704883228,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,0,1,Closed women's prison (with some open units),Other,Closed,2014-10-01,2024-09-01
Sudbury,2017-07-28,581,581.0,581.0,573.0,2017,7,98.62306368330465,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Swaleside (Sheppey),2017-07-28,1112,1070.0,1070.0,1042.0,2017,7,97.38317757009347,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B training prison,B,Other,2014-10-01,2024-09-01
Swansea,2017-07-28,268,268.0,503.0,471.0,2017,7,175.7462686567164,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Swinfen Hall,2017-07-28,604,604.0,624.0,616.0,2017,7,101.98675496688743,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,YOI for young adults (18-25),YOI,Other,2014-10-01,2024-09-01
Thameside,2017-07-28,932,932.0,1232.0,1211.0,2017,7,129.93562231759657,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison (private),B,Other,2014-10-01,2024-09-01
Mount,2017-07-28,1008,1008.0,1028.0,1011.0,2017,7,100.29761904761905,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Thorn Cross,2017-07-28,381,381.0,387.0,382.0,2017,7,100.26246719160106,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Usk / Prescoed,2017-07-28,378,378.0,536.0,535.0,2017,7,141.53439153439155,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,1,0,1,0,0,0,0,"Usk = Category C, Prescoed = Category D (open)",C,Other,2014-10-01,2024-09-01
Wakefield,2017-07-28,750,750.0,762.0,751.0,2017,7,100.13333333333334,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,1,0,0,0,0,1,0,0,0,0,Category A high security prison,A,Other,2014-10-01,2024-09-01
Wandsworth,2017-07-28,963,943.0,1628.0,1539.0,2017,7,163.20254506892894,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Warren Hill,2017-07-28,257,257.0,263.0,243.0,2017,7,94.55252918287937,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,Specialized juvenile/young adult site,YOI,Other,2014-10-01,2024-09-01
Wayland,2017-07-28,958,874.0,951.0,949.0,2017,7,108.58123569794049,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Wealstun,2017-07-28,810,809.0,836.0,827.0,2017,7,102.22496909765142,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Werrington,2017-07-28,118,118.0,128.0,118.0,2017,7,100.0,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,YOI (15-18),YOI,Other,2014-10-01,2024-09-01
